cases,developers,a_age_group,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
1,1,New,1,1,0,1,0,1,1,1,1,1,0
1,1,New,1,1,0,1,0,1,0,1,0,0,1
1,1,New,0,0,1,0,1,0,1,1,0,1,0
1,1,New,0,1,1,0,0,0,0,0,1,1,1
1,1,New,1,1,1,1,1,1,1,1,1,1,1
1,1,New,1,1,0,0,0,0,1,0,1,0,0
1,1,New,0,1,1,0,0,0,1,0,1,0,1
1,1,New,0,0,1,0,1,0,0,0,1,0,1
1,1,New,1,1,1,1,0,1,0,1,1,0,0
1,1,New,1,0,0,0,0,0,1,0,1,0,0
1,1,New,1,1,1,0,0,0,1,0,1,0,1
1,1,New,0,1,1,0,0,0,0,1,1,0,1
1,1,New,0,1,0,0,0,0,0,0,0,0,0
1,1,New,1,0,1,0,0,0,0,1,0,0,1
1,1,New,0,1,0,0,0,0,1,1,0,1,0
1,1,New,1,1,1,0,0,0,0,0,0,1,1
1,1,New,1,1,1,1,0,1,0,1,0,0,0
1,1,New,1,0,1,0,1,0,0,1,1,0,1
1,1,New,1,0,1,0,1,0,1,1,0,0,0
1,1,New,1,1,1,1,1,1,1,1,0,1,0
1,1,New,0,1,1,0,0,0,1,0,1,1,0
1,1,New,1,1,1,0,1,0,1,0,0,0,0
1,1,New,1,1,1,1,0,1,0,1,1,1,1
1,1,New,1,1,0,1,0,1,1,1,1,1,1
1,1,New,0,1,1,0,1,0,1,1,1,0,1
1,1,New,1,1,0,0,0,0,1,1,1,1,1
1,1,New,1,1,1,1,0,1,0,1,0,1,0
1,1,New,0,0,1,0,0,0,0,0,1,0,1
1,1,New,1,1,1,0,1,0,0,0,1,1,0
1,1,New,1,0,0,0,0,0,0,0,0,0,0
1,1,New,1,1,0,0,0,0,0,1,0,0,0
1,1,New,1,0,1,0,1,1,1,0,1,1,0
1,1,New,1,1,0,0,0,0,0,1,1,1,1
1,1,New,1,0,0,0,0,0,0,1,1,1,0
1,1,New,0,1,1,0,0,0,1,1,1,0,0
1,1,New,0,1,0,0,0,0,0,1,1,1,1
1,1,New,1,1,0,0,0,0,1,0,1,0,1
1,1,New,0,1,0,0,0,0,1,0,1,0,0
1,1,New,1,1,1,0,0,0,1,0,0,1,1
1,1,New,0,0,1,0,1,0,1,0,1,0,1
1,1,New,1,1,1,1,1,1,1,1,0,0,1
1,1,New,1,0,0,0,0,0,1,1,0,1,0
1,1,New,0,1,1,0,1,0,1,1,1,1,1
1,1,New,0,0,1,0,0,0,1,0,0,0,1
1,1,New,0,0,1,0,0,0,1,1,0,1,1
1,1,New,0,1,1,0,1,1,1,0,1,1,0
1,1,New,0,1,0,0,0,0,1,0,1,0,1
1,1,New,1,1,1,1,0,1,0,1,0,1,1
1,1,New,0,0,0,0,0,0,1,0,1,1,1
1,1,New,1,1,1,0,0,0,0,1,1,1,1
1,1,New,1,0,0,0,0,0,0,1,1,0,1
1,1,New,1,1,1,0,1,0,0,0,0,0,0
1,1,New,0,0,1,0,0,0,1,1,1,0,1
2,1,New,1,1,1,1,1,1,1,1,0,0,0
1,1,New,1,1,1,0,0,0,0,0,1,0,1
1,1,New,1,1,1,0,1,0,0,1,0,0,0
1,1,New,1,0,0,0,0,0,1,0,1,0,1
1,1,New,1,1,1,0,0,0,0,1,0,0,0
1,1,New,0,0,1,0,1,0,0,1,0,1,0
1,1,New,1,1,1,1,1,1,0,1,0,1,0
1,1,New,1,1,0,0,0,0,1,1,0,0,1
1,1,New,1,0,0,0,0,0,1,1,1,0,1
1,1,New,0,0,1,0,0,0,1,0,0,1,0
1,1,New,0,1,0,0,0,0,0,0,0,1,0
1,1,New,0,0,0,0,0,0,1,0,1,1,0
1,1,New,0,1,1,0,0,0,1,1,1,1,1
1,1,New,0,1,1,0,0,0,0,1,0,0,0
1,1,New,1,1,0,0,0,0,0,1,0,0,1
1,1,New,1,0,0,0,0,0,0,1,1,1,1
1,1,New,0,0,1,0,0,0,1,0,1,0,1
1,1,New,1,1,0,0,0,0,1,1,1,0,0
1,1,New,1,0,1,0,0,0,1,0,0,1,1
1,1,New,1,0,1,0,0,0,0,0,0,1,0
1,1,New,0,1,1,0,0,0,1,0,0,1,1
1,1,New,1,1,1,1,1,1,0,1,1,0,1
1,1,New,1,1,0,0,0,0,0,0,0,0,0
1,1,New,1,1,1,0,0,0,1,1,0,0,0
1,1,New,0,1,1,0,1,0,0,1,0,0,0
1,1,New,1,1,1,0,0,0,0,1,0,1,1
1,1,New,1,1,0,0,0,0,0,0,1,1,0
1,1,New,0,0,0,0,0,0,0,0,1,0,0
1,1,New,0,1,1,0,1,0,0,1,1,0,0
1,1,New,1,0,0,0,0,0,1,0,1,1,0
1,1,New,0,1,1,0,0,0,1,0,1,1,1
1,1,New,0,1,0,0,0,0,1,1,1,0,1
1,1,New,1,1,1,0,0,0,0,1,1,1,0
1,1,New,1,0,0,0,0,0,0,1,0,1,0
1,1,New,1,0,1,0,0,0,0,0,1,0,1
2,2,New,1,1,0,1,0,1,1,1,0,1,0
2,2,New,0,1,1,0,1,0,0,1,1,0,1
2,2,New,1,1,1,1,0,1,1,1,1,0,1
2,2,New,0,0,0,0,0,0,0,1,1,1,1
2,2,New,0,1,1,0,0,0,0,1,0,0,1
2,2,New,0,0,0,0,0,0,0,0,0,0,0
2,2,New,1,0,1,0,0,0,0,1,0,1,1
2,2,New,0,0,0,0,0,0,1,1,1,0,0
2,2,New,0,1,0,0,0,0,0,1,1,0,0
2,2,New,1,1,0,0,0,0,0,1,1,0,0
2,2,New,0,0,0,0,0,0,0,0,0,1,0
2,2,New,1,1,0,0,0,0,0,0,1,0,0
2,2,New,0,0,1,0,0,0,1,1,0,0,1
2,2,New,1,1,1,1,1,1,1,1,1,0,0
2,2,New,1,1,1,1,0,1,0,1,1,0,1
2,2,New,1,1,1,0,0,0,1,0,0,0,1
2,2,New,1,1,1,1,0,1,1,1,1,0,0
2,2,New,1,1,1,0,0,0,0,0,1,1,1
2,2,New,1,1,1,1,1,1,0,1,0,0,0
2,2,New,1,1,1,0,0,0,1,1,1,0,1
2,2,New,0,1,0,0,0,0,0,1,1,0,1
2,2,New,0,1,0,0,0,0,0,1,1,1,0
2,2,New,0,0,0,0,0,0,0,1,0,0,0
2,2,New,1,0,0,0,0,0,1,1,1,0,0
2,2,New,1,0,1,0,0,0,1,1,1,1,1
2,2,New,1,0,0,0,0,0,0,1,1,0,0
2,2,New,1,1,1,1,0,1,0,1,0,0,1
3,3,New,1,1,0,1,0,1,0,1,0,1,0
4,3,New,1,1,1,1,0,1,1,1,0,0,0
3,3,New,0,1,1,0,0,0,1,1,0,1,1
3,3,New,1,1,1,0,0,0,1,1,0,1,1
3,3,New,0,1,1,0,0,0,1,0,0,0,1
3,3,New,0,1,0,0,0,0,0,1,0,0,0
3,3,New,1,0,0,0,0,0,0,0,1,0,0
3,3,New,1,1,1,1,1,1,0,1,0,1,1
3,3,New,1,0,0,0,0,0,0,1,0,0,0
4,3,New,1,1,0,1,0,1,1,1,0,1,1
3,3,New,0,1,1,0,0,0,1,1,0,0,1
3,3,New,1,0,1,0,1,1,1,0,0,1,0
3,3,New,1,1,0,1,0,1,0,1,1,0,0
3,3,New,1,1,0,1,0,1,1,1,1,0,0
3,3,New,0,0,0,0,0,0,1,1,0,0,0
3,3,New,0,0,1,0,1,1,1,0,0,1,0
3,3,New,1,0,1,0,1,1,1,1,0,1,0
3,3,New,1,1,1,1,0,1,1,1,0,0,1
288,259,New,0,0,0,0,0,1,0,1,0,0,0
4,4,New,0,0,1,0,1,1,1,1,1,1,0
4,4,New,1,1,0,1,0,1,0,1,1,1,0
4,4,New,1,0,1,0,1,1,0,1,1,1,1
4,4,New,1,0,1,0,0,1,1,0,1,0,0
4,4,New,0,0,1,0,1,1,1,0,1,1,0
4,4,New,1,0,0,0,0,1,0,0,0,1,1
4,4,New,0,1,1,0,1,1,1,0,0,1,0
4,4,New,1,1,0,1,0,1,1,1,0,0,1
4,4,New,0,1,0,0,0,0,0,0,1,0,0
4,4,New,1,1,1,0,0,0,1,1,0,0,1
5,5,New,1,0,1,0,1,1,1,0,1,0,0
5,5,New,0,0,1,0,0,1,1,0,1,1,0
5,5,New,1,1,1,1,0,1,1,1,1,1,1
5,5,New,1,0,0,0,0,1,1,0,0,1,1
6,5,New,1,1,1,1,1,1,1,1,0,1,1
5,5,New,1,0,1,0,1,1,1,1,1,1,0
6,6,New,0,1,1,0,1,1,0,0,0,0,1
6,6,New,0,1,1,0,0,1,1,0,1,1,0
6,6,New,1,0,1,0,0,1,1,0,1,1,0
6,6,New,1,1,1,0,1,1,0,0,1,1,1
6,6,New,1,1,1,0,0,0,1,0,1,1,1
7,6,New,1,1,1,0,1,1,0,0,1,1,0
6,6,New,1,0,0,0,0,1,0,1,0,1,1
7,7,New,1,0,1,0,1,1,0,0,1,1,0
7,7,New,0,1,1,0,1,1,0,0,1,1,1
7,7,New,1,0,1,0,1,1,1,1,0,0,0
7,7,New,1,0,1,0,1,1,0,0,0,1,1
7,7,New,1,0,1,0,1,1,0,1,1,1,0
7,7,New,1,0,1,0,0,1,1,1,1,1,0
7,7,New,1,0,1,0,1,1,1,1,1,1,1
7,7,New,1,0,1,0,1,1,0,0,0,0,1
7,7,New,0,0,1,0,0,1,1,1,1,1,0
7,7,New,0,0,0,0,0,0,0,1,1,0,0
8,7,New,1,1,0,1,0,1,0,1,0,0,0
7,7,New,0,0,1,0,1,1,0,0,1,1,0
8,8,New,0,0,0,0,0,1,0,0,0,0,1
8,8,New,1,1,1,0,0,1,1,0,1,0,0
8,8,New,0,1,0,0,0,1,0,0,0,1,1
8,8,New,1,1,0,1,0,1,1,1,0,0,0
8,8,New,0,0,1,0,1,1,1,0,0,0,0
8,8,New,0,0,1,0,1,1,1,0,1,0,0
8,8,New,1,1,1,0,1,1,1,0,1,1,0
8,8,New,0,0,1,0,0,1,1,0,0,1,0
8,8,New,1,1,1,0,1,1,1,1,0,1,0
9,8,New,1,1,1,0,0,1,1,0,1,1,0
8,8,New,1,0,1,0,1,1,0,1,0,0,1
9,8,New,1,0,1,0,0,1,0,0,1,1,0
8,8,New,1,0,1,0,1,1,0,1,0,1,1
8,8,New,1,0,1,0,1,1,0,0,1,1,1
8,8,New,1,0,1,0,0,1,1,1,1,0,0
282,264,New,1,1,1,0,0,1,1,1,0,1,1
11,9,New,0,0,0,0,0,1,0,0,0,1,1
9,9,New,0,1,1,0,1,1,1,1,1,1,0
9,9,New,1,0,1,0,1,1,1,1,0,0,1
9,9,New,0,1,1,0,1,1,0,0,0,1,0
9,9,New,1,0,1,0,1,1,0,1,1,0,1
9,9,New,0,1,1,0,0,1,0,0,1,1,0
9,9,New,1,0,1,0,1,1,1,1,1,0,0
9,9,New,0,0,1,0,1,1,0,0,0,1,1
9,9,New,0,0,1,0,1,1,1,1,0,1,0
11,9,New,0,1,0,0,0,1,0,0,1,1,1
9,9,New,1,1,1,0,1,1,0,1,1,0,1
10,10,New,1,1,1,0,1,1,0,1,1,1,1
12,10,New,1,1,1,0,0,1,1,1,1,1,0
11,10,New,1,0,1,0,1,1,1,0,0,1,1
10,10,New,1,0,0,0,0,1,0,0,0,0,1
10,10,New,0,1,1,0,1,1,0,0,1,1,0
10,10,New,1,0,1,0,1,1,1,0,0,0,0
10,10,New,1,1,1,0,1,1,0,1,0,0,1
11,11,New,1,0,1,0,0,1,0,1,1,0,0
11,11,New,1,1,1,0,1,1,0,1,1,1,0
11,11,New,0,1,1,0,0,1,1,1,1,1,0
11,11,New,1,0,1,0,1,1,1,0,0,0,1
11,11,New,1,0,1,0,0,1,1,1,0,1,0
12,11,New,0,1,1,0,1,1,0,1,1,1,1
11,11,New,0,0,0,0,0,1,0,1,0,1,1
11,11,New,1,1,1,1,0,1,1,1,0,1,1
11,11,New,1,0,1,0,1,1,1,0,1,0,1
11,11,New,0,0,1,0,0,1,1,0,1,0,0
11,11,New,0,0,1,0,1,1,1,1,1,0,0
11,11,New,1,0,1,0,1,1,0,1,0,1,0
11,11,New,0,1,1,0,1,1,1,0,1,0,0
11,11,New,1,0,0,0,0,1,0,1,0,0,1
11,11,New,1,0,1,0,1,1,1,1,1,0,1
11,11,New,0,0,1,0,1,1,1,1,0,0,0
11,11,New,0,0,1,0,1,1,0,1,1,1,0
12,12,New,0,1,1,0,0,1,1,0,1,0,0
12,12,New,1,0,1,0,0,1,1,1,0,0,0
12,12,New,0,1,1,0,1,1,0,1,0,0,1
12,12,New,0,0,1,0,0,1,0,0,1,1,0
12,12,New,0,1,0,0,0,1,1,0,0,1,0
12,12,New,1,0,1,0,0,1,0,1,1,1,0
12,12,New,1,0,1,0,1,1,1,1,0,1,1
12,12,New,0,0,0,0,0,1,1,0,0,1,1
12,12,New,0,1,1,0,1,1,0,1,1,1,0
12,12,New,1,1,0,0,0,1,0,0,1,1,1
12,12,New,0,0,1,0,1,1,0,0,1,1,1
12,12,New,0,0,1,0,1,1,0,0,0,0,1
12,12,New,1,0,0,0,0,1,1,1,0,1,0
12,12,New,1,0,1,0,0,1,1,0,0,1,0
12,12,New,1,1,1,0,1,1,0,1,0,1,1
12,12,New,1,1,1,0,1,1,0,0,1,0,1
22,12,New,1,1,1,0,1,1,1,1,1,0,0
13,12,New,1,0,0,0,0,1,1,0,1,0,1
13,13,New,0,0,1,0,1,1,0,1,1,1,1
13,13,New,0,0,1,0,0,1,1,1,0,1,0
15,13,New,0,1,1,0,0,1,0,1,1,1,0
13,13,New,0,0,0,0,0,1,1,1,0,1,1
15,13,New,0,1,1,0,1,1,0,0,1,0,1
14,13,New,1,0,0,0,0,1,1,0,1,1,0
13,13,New,1,0,1,0,1,1,0,0,1,0,1
13,13,New,0,0,1,0,1,1,0,1,0,1,1
13,13,New,1,1,1,0,1,1,1,1,1,1,0
13,13,New,1,1,1,0,1,1,1,0,1,0,0
13,13,New,1,0,1,0,1,1,0,1,1,0,0
14,14,New,0,0,1,0,0,1,0,1,1,1,0
14,14,New,1,0,0,0,0,1,0,1,1,0,1
16,14,New,0,1,1,0,1,1,0,1,0,1,1
14,14,New,0,0,1,0,1,1,0,0,1,0,0
14,14,New,0,1,1,0,1,1,1,1,0,1,0
14,14,New,0,1,1,0,1,1,0,0,0,1,1
14,14,New,0,1,1,0,1,1,1,0,0,0,1
14,14,New,1,0,0,0,0,1,1,1,0,1,1
14,14,New,1,1,1,0,1,1,0,0,1,0,0
14,14,New,1,1,0,0,0,1,0,0,1,0,1
14,14,New,0,0,1,0,1,1,0,0,1,0,1
14,14,New,1,0,1,0,1,1,1,0,1,1,1
15,15,New,1,1,0,0,0,1,0,1,1,1,1
15,15,New,1,1,0,0,0,1,0,0,0,0,1
15,15,New,1,1,1,0,1,1,0,0,0,0,1
15,15,New,1,1,1,0,1,1,0,0,0,1,1
15,15,New,1,0,0,0,0,1,1,0,0,0,1
15,15,New,0,0,1,0,1,1,1,0,0,0,1
16,16,New,1,0,0,0,0,1,0,0,1,0,1
17,16,New,0,0,1,0,1,1,0,1,0,1,0
16,16,New,0,1,1,0,1,1,1,0,0,1,1
16,16,New,0,1,0,0,0,1,1,0,0,0,1
16,16,New,0,0,0,0,0,1,1,0,0,1,0
16,16,New,1,0,0,0,0,1,0,0,1,1,1
16,16,New,1,0,1,0,1,1,0,0,0,1,0
16,16,New,1,1,1,0,1,1,1,0,0,1,0
16,16,New,1,0,0,0,0,1,1,1,0,0,1
17,16,New,1,0,1,0,1,1,0,0,1,0,0
16,16,New,1,1,0,0,0,1,0,0,0,1,1
17,17,New,0,0,1,0,0,1,1,1,1,0,0
18,17,New,0,0,0,0,0,1,0,0,1,0,1
17,17,New,0,0,1,0,1,1,1,0,0,1,1
17,17,New,0,0,0,0,0,1,1,1,0,1,0
17,17,New,0,0,1,0,1,1,0,0,0,1,0
17,17,New,0,0,1,0,1,1,1,0,1,0,1
18,17,New,0,1,1,0,0,1,0,0,1,0,0
17,17,New,0,0,0,0,0,1,1,0,0,0,1
18,17,New,1,0,1,0,0,1,0,1,1,0,1
20,17,New,0,1,1,0,1,1,1,1,1,0,0
17,17,New,1,0,1,0,0,1,0,0,1,0,1
17,17,New,1,1,0,0,0,1,0,1,0,1,1
19,17,New,0,1,1,0,1,1,0,1,0,1,0
17,17,New,1,1,1,0,1,1,0,1,0,1,0
20,17,New,0,1,1,0,1,1,1,0,0,0,0
17,17,New,1,0,0,0,0,1,1,0,0,1,0
18,17,New,0,0,1,0,1,1,0,1,0,0,1
19,18,New,1,1,1,0,0,1,1,1,0,1,0
22,18,New,1,1,1,0,0,1,0,1,1,1,0
20,18,New,0,1,1,0,0,1,0,0,0,1,0
21,18,New,1,1,1,0,1,1,0,1,1,0,0
19,18,New,1,1,1,0,1,1,0,0,0,1,0
18,18,New,0,1,0,0,0,1,0,1,0,1,1
18,18,New,1,1,1,0,1,1,1,0,0,0,1
19,18,New,0,1,1,0,1,1,0,0,1,0,0
20,18,New,0,1,1,0,1,1,1,0,1,0,1
18,18,New,1,0,0,0,0,1,1,1,1,1,1
18,18,New,0,0,0,0,0,1,0,0,1,1,1
18,18,New,1,0,1,0,1,1,0,1,0,0,0
19,18,New,0,0,0,0,0,1,0,1,0,0,1
18,18,New,0,0,0,0,0,1,1,0,1,1,0
22,19,New,1,1,1,0,0,1,1,1,1,0,0
23,19,New,0,1,1,0,0,1,1,1,0,1,0
19,19,New,0,0,0,0,0,1,1,0,1,1,1
19,19,New,1,0,0,0,0,1,0,1,1,1,1
19,19,New,1,0,1,0,0,1,1,0,0,0,0
20,20,New,0,0,1,0,0,1,1,0,0,0,0
20,20,New,1,1,0,0,0,1,0,1,0,0,1
24,20,New,0,1,1,0,0,1,1,0,0,1,0
20,20,New,1,0,1,0,0,1,0,1,0,1,0
21,20,New,1,1,1,0,0,1,0,0,1,1,0
20,20,New,0,0,1,0,0,1,0,0,0,1,0
22,21,New,1,1,1,0,1,1,1,0,1,0,1
21,21,New,1,0,1,0,0,1,0,0,1,0,0
21,21,New,0,0,1,0,0,1,0,0,1,0,0
22,21,New,0,0,1,0,1,1,1,0,1,1,1
21,21,New,1,0,1,0,0,1,0,0,0,1,0
21,21,New,0,0,1,0,1,1,1,1,0,0,1
22,21,New,1,1,1,0,1,1,1,1,0,0,0
21,21,New,1,0,1,0,0,1,0,0,1,1,1
22,22,New,1,0,0,0,0,1,1,1,1,0,1
24,22,New,0,0,1,0,1,1,0,1,1,0,1
22,22,New,0,1,0,0,0,1,1,0,0,1,1
22,22,New,0,1,1,0,1,1,0,1,1,0,1
22,22,New,0,1,1,0,1,1,1,0,1,1,1
22,22,New,0,1,1,0,0,1,0,1,0,1,0
22,22,New,1,0,0,0,0,1,1,1,1,1,0
24,22,New,0,0,1,0,1,1,1,1,0,1,1
23,23,New,0,1,1,0,0,1,1,1,1,0,0
26,23,New,0,0,0,0,0,1,1,1,0,0,1
23,23,New,1,1,0,0,0,1,0,1,1,0,1
23,23,New,0,0,0,0,0,1,1,0,1,0,1
25,23,New,0,0,0,0,0,1,1,1,1,1,0
23,23,New,0,0,1,0,0,1,0,1,0,1,0
23,23,New,1,0,1,0,1,1,0,0,0,0,0
26,24,New,0,1,0,0,0,1,0,1,0,0,1
29,24,New,0,1,1,0,1,1,0,1,1,0,0
25,24,New,0,1,0,0,0,1,1,1,0,1,1
27,24,New,0,1,0,0,0,1,0,0,0,0,1
24,24,New,1,1,1,0,1,1,0,1,0,0,0
34,25,New,1,1,1,0,0,1,1,0,0,1,0
25,25,New,0,1,1,0,1,1,0,0,0,0,0
25,25,New,1,1,1,0,0,1,0,0,1,0,0
29,25,New,0,1,1,0,1,1,1,1,0,0,0
28,25,New,0,1,0,0,0,1,0,0,1,0,1
27,26,New,1,1,1,0,0,1,0,1,1,0,0
34,26,New,0,1,1,0,0,1,0,1,1,0,0
27,26,New,0,0,1,0,0,1,1,1,0,0,0
30,26,New,1,1,0,0,0,1,1,1,0,1,0
31,26,New,0,1,0,0,0,1,1,0,1,1,0
27,26,New,1,1,1,0,1,1,1,0,1,1,1
28,26,New,1,1,1,0,0,1,0,0,0,1,0
27,27,New,0,0,1,0,0,1,0,0,0,0,0
27,27,New,0,1,1,0,0,1,1,0,0,0,0
27,27,New,1,0,0,0,0,1,1,0,1,1,1
27,27,New,0,1,0,0,0,1,1,0,1,1,1
27,27,New,0,1,1,0,1,1,1,1,0,0,1
28,28,New,0,0,1,0,1,1,0,0,0,0,0
28,28,New,1,1,0,0,0,1,1,1,0,1,1
41,28,New,0,1,0,0,0,1,1,1,0,1,0
32,28,New,0,1,1,0,0,1,1,1,0,0,0
30,28,New,0,1,0,0,0,1,1,0,1,0,1
28,28,New,0,1,0,0,0,1,0,1,1,1,1
29,28,New,1,1,1,0,1,1,1,1,0,1,1
29,28,New,0,0,1,0,0,1,0,1,1,0,0
30,28,New,1,1,0,0,0,1,1,0,1,1,0
29,29,New,1,1,1,0,1,1,1,0,0,0,0
32,29,New,0,0,1,0,1,1,1,1,1,1,1
35,29,New,0,1,1,0,0,1,0,0,1,0,1
30,29,New,1,1,0,0,0,1,1,0,1,1,1
31,29,New,0,0,1,0,0,1,0,0,1,0,1
32,30,New,0,0,1,0,1,1,1,1,1,0,1
32,30,New,1,0,1,0,0,1,0,1,0,1,1
31,30,New,1,1,1,0,0,1,1,0,0,0,0
30,30,New,1,1,0,0,0,1,1,0,0,0,1
32,30,New,1,0,1,0,0,1,0,1,1,1,1
30,30,New,1,0,1,0,0,1,0,1,0,0,1
30,30,New,0,1,1,0,1,1,1,1,0,1,1
31,31,New,1,1,0,0,0,1,1,0,0,1,1
32,31,New,1,1,0,0,0,1,1,0,1,0,1
31,31,New,1,1,0,0,0,1,1,1,0,0,1
42,31,New,1,1,1,0,0,1,0,1,1,1,1
37,31,New,1,1,1,0,0,1,1,1,0,0,0
31,31,New,0,1,1,0,0,1,0,0,0,0,0
31,31,New,0,0,0,0,0,1,0,1,1,1,1
32,32,New,1,0,1,0,0,1,0,1,0,0,0
32,32,New,0,1,1,0,0,1,0,0,1,1,1
34,32,New,1,1,1,0,0,1,0,1,0,1,0
34,33,New,1,1,1,0,1,1,1,1,1,1,1
34,33,New,1,0,0,0,0,1,0,1,0,1,0
33,33,New,0,0,0,0,0,1,1,0,1,0,0
38,33,New,1,1,0,0,0,1,1,0,0,1,0
35,34,New,0,1,1,0,1,1,0,1,0,0,0
34,34,New,1,0,1,0,0,1,0,0,0,0,0
35,34,New,1,1,1,0,1,1,1,0,0,1,1
34,34,New,1,1,1,0,0,1,0,0,1,0,1
35,34,New,1,1,1,0,1,1,1,1,0,0,1
36,35,New,1,1,1,0,1,1,0,0,0,0,0
35,35,New,1,0,0,0,0,1,1,1,0,0,0
35,35,New,1,1,1,0,0,1,0,1,1,0,1
311,291,New,0,1,1,0,0,1,1,1,0,1,1
36,36,New,1,1,1,0,1,1,1,1,1,0,1
36,36,New,0,0,0,0,0,1,1,0,0,0,0
36,36,New,0,1,0,0,0,1,1,1,1,1,1
41,37,New,0,1,1,0,1,1,1,1,1,0,1
37,37,New,0,0,1,0,1,1,0,1,1,0,0
38,37,New,1,0,1,0,0,1,0,0,0,0,1
38,38,New,1,0,0,0,0,1,1,0,1,0,0
39,39,New,1,1,0,0,0,1,1,1,1,1,0
41,39,New,1,1,1,0,0,1,0,0,1,1,1
40,39,New,0,0,1,0,0,1,0,0,1,1,1
39,39,New,1,0,1,0,0,1,1,1,1,0,1
40,40,New,0,1,1,0,0,1,0,0,0,1,1
40,40,New,1,1,0,0,0,1,1,1,1,1,1
42,41,New,0,1,1,0,1,1,1,1,1,1,1
44,41,New,0,1,0,0,0,1,1,1,1,1,0
41,41,New,0,0,1,0,0,1,0,0,0,0,1
41,41,New,1,0,0,0,0,1,1,0,0,0,0
42,41,New,0,0,1,0,1,1,0,1,0,0,0
42,41,New,0,1,1,0,0,1,0,0,0,0,1
42,42,New,1,1,0,0,0,1,1,1,1,0,1
43,43,New,0,1,0,0,0,1,0,0,1,1,0
43,43,New,1,0,0,0,0,1,1,1,1,0,0
45,43,New,0,0,0,0,0,1,1,1,1,0,1
46,44,New,0,1,0,0,0,1,0,0,0,1,0
54,44,New,0,1,0,0,0,1,1,0,1,0,0
46,44,New,1,1,1,0,0,1,0,1,0,0,0
44,44,New,0,0,0,0,0,1,0,0,0,1,0
47,45,New,0,0,0,0,0,1,1,1,1,1,1
47,46,New,0,0,0,0,0,1,0,1,1,0,1
49,47,New,0,1,0,0,0,1,0,1,0,1,0
49,48,New,0,1,0,0,0,1,1,1,0,0,1
50,49,New,0,1,0,0,0,1,0,1,1,0,1
50,50,New,0,0,1,0,0,1,0,0,0,1,1
52,50,New,1,0,0,0,0,1,0,0,0,1,0
51,51,New,1,1,1,0,0,1,0,0,0,0,0
52,51,New,1,0,0,0,0,1,0,1,1,1,0
52,51,New,0,1,0,0,0,1,1,1,1,0,1
58,52,New,0,1,0,0,0,1,1,0,0,0,0
53,52,New,0,0,0,0,0,1,0,1,0,1,0
60,52,New,0,1,1,0,0,1,0,1,0,0,0
52,52,New,0,0,1,0,0,1,0,1,0,0,0
54,52,New,1,1,0,0,0,1,0,1,0,1,0
53,53,New,1,0,0,0,0,1,0,0,1,1,0
56,54,New,0,0,1,0,0,1,0,1,1,1,1
62,54,New,1,0,1,0,0,1,0,0,0,1,1
66,55,New,0,1,1,0,0,1,0,1,1,0,1
57,55,New,0,0,1,0,0,1,1,0,1,0,1
63,55,New,0,1,1,0,0,1,0,1,1,1,1
56,56,New,0,0,1,0,0,1,0,1,0,1,1
57,56,New,1,0,1,0,0,1,1,0,1,0,1
360,313,New,0,1,0,0,0,1,0,1,1,0,0
59,58,New,0,0,1,0,0,1,0,1,1,0,1
58,58,New,0,0,0,0,0,1,0,0,1,1,0
71,60,New,1,1,1,0,0,1,0,1,0,1,1
68,60,New,1,1,0,0,0,1,1,0,1,0,0
62,61,New,1,1,1,0,0,1,0,0,0,0,1
