true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,classifier,concept,control,control_val
808324,556731,395839,484794,2245688,0.61,0.58,0.54,0.67,0.17,0.63,0.42,0.48,0.51,0.2,0.06,0.98,1.0,0.03,,commit_hours_better,files_edited_avg_better,dev_group,Medium
971909,154594,232254,886931,2245688,0.5,0.83,0.54,0.81,-0.02,0.52,0.6,0.46,0.52,-0.04,-0.39,0.66,1.0,0.0,,commit_hours_better,ccp_avg_better,dev_group,Medium
421475,413784,782688,627741,2245688,0.37,0.47,0.54,0.35,-0.25,0.4,0.65,0.23,0.5,-0.25,-0.3,1.0,1.0,0.05,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Medium
745330,643884,458833,397641,2245688,0.62,0.51,0.54,0.62,0.22,0.65,0.42,0.47,0.5,0.24,0.22,1.0,1.0,0.04,,commit_hours_better,commit_period_avg_better,dev_group,Medium
868359,766939,335804,274586,2245688,0.73,0.51,0.54,0.72,0.42,0.76,0.3,0.59,0.5,0.45,0.43,1.0,1.0,0.16,,commit_hours_better,commit_days_avg_better,dev_group,Medium
540,393,246,355,1534,0.61,0.58,0.51,0.69,0.18,0.6,0.38,0.47,0.5,0.21,0.04,0.98,1.0,0.03,,message_length_avg_better,refactor_mle_avg_better,dev_group,Single
547,383,239,365,1534,0.61,0.59,0.51,0.7,0.17,0.6,0.38,0.48,0.5,0.21,0.02,0.97,1.0,0.03,,message_length_avg_better,commit_hours_better,dev_group,Single
786,2,0,746,1534,0.51,1.0,0.51,1.0,0.0,0.51,0.0,0.51,0.51,0.0,-0.49,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,dev_group,Single
468,391,318,357,1534,0.56,0.54,0.51,0.6,0.11,0.57,0.45,0.41,0.5,0.12,0.04,1.0,1.0,0.01,,message_length_avg_better,files_edited_avg_better,dev_group,Single
373,258,413,490,1534,0.41,0.56,0.51,0.47,-0.16,0.43,0.62,0.29,0.5,-0.18,-0.27,0.99,1.0,0.02,,message_length_avg_better,ccp_avg_better,dev_group,Single
324,301,462,447,1534,0.41,0.5,0.51,0.41,-0.18,0.42,0.61,0.26,0.5,-0.19,-0.19,1.0,1.0,0.02,,message_length_avg_better,same_date_duration_avg_avg_better,dev_group,Single
504,342,282,406,1534,0.55,0.59,0.51,0.64,0.08,0.55,0.45,0.42,0.5,0.1,-0.07,0.97,1.0,0.01,,message_length_avg_better,commit_period_avg_better,dev_group,Single
488,420,298,328,1534,0.59,0.53,0.51,0.62,0.17,0.6,0.42,0.44,0.5,0.18,0.11,1.0,1.0,0.02,,message_length_avg_better,commit_days_avg_better,dev_group,Single
540,393,355,246,1534,0.61,0.51,0.58,0.6,0.18,0.69,0.47,0.47,0.5,0.21,0.19,1.0,0.98,0.03,,refactor_mle_avg_better,message_length_avg_better,dev_group,Single
614,341,281,298,1534,0.62,0.59,0.58,0.69,0.15,0.67,0.45,0.51,0.52,0.21,0.05,0.97,0.98,0.04,,refactor_mle_avg_better,commit_hours_better,dev_group,Single
895,2,0,637,1534,0.58,1.0,0.58,1.0,0.0,0.58,0.0,0.58,0.58,0.0,-0.41,0.01,0.98,0.0,,refactor_mle_avg_better,owned_repository_avg_better,dev_group,Single
564,378,331,261,1534,0.61,0.54,0.58,0.63,0.17,0.68,0.47,0.49,0.51,0.21,0.14,1.0,0.98,0.03,,refactor_mle_avg_better,files_edited_avg_better,dev_group,Single
487,263,408,376,1534,0.49,0.56,0.58,0.54,-0.03,0.56,0.61,0.38,0.51,-0.04,-0.13,0.99,0.98,0.0,,refactor_mle_avg_better,ccp_avg_better,dev_group,Single
390,258,505,381,1534,0.42,0.5,0.58,0.44,-0.13,0.51,0.66,0.31,0.5,-0.16,-0.16,1.0,0.98,0.02,,refactor_mle_avg_better,same_date_duration_avg_avg_better,dev_group,Single
614,343,281,296,1534,0.62,0.59,0.58,0.69,0.16,0.67,0.45,0.52,0.52,0.21,0.05,0.97,0.98,0.04,,refactor_mle_avg_better,commit_period_avg_better,dev_group,Single
543,366,352,273,1534,0.59,0.53,0.58,0.61,0.14,0.67,0.49,0.46,0.51,0.17,0.11,1.0,0.98,0.02,,refactor_mle_avg_better,commit_days_avg_better,dev_group,Single
547,383,365,239,1534,0.61,0.51,0.59,0.6,0.17,0.7,0.49,0.48,0.5,0.21,0.18,1.0,0.97,0.03,,commit_hours_better,message_length_avg_better,dev_group,Single
614,341,298,281,1534,0.62,0.58,0.59,0.67,0.15,0.69,0.47,0.51,0.52,0.21,0.07,0.98,0.97,0.04,,commit_hours_better,refactor_mle_avg_better,dev_group,Single
911,1,1,621,1534,0.59,1.0,0.59,1.0,0.0,0.59,0.5,0.59,0.59,0.0,-0.4,0.01,0.97,0.0,,commit_hours_better,owned_repository_avg_better,dev_group,Single
646,443,266,179,1534,0.71,0.54,0.59,0.71,0.32,0.78,0.38,0.59,0.51,0.4,0.32,1.0,0.97,0.13,,commit_hours_better,files_edited_avg_better,dev_group,Single
477,236,435,386,1534,0.46,0.56,0.59,0.52,-0.07,0.55,0.65,0.37,0.51,-0.09,-0.17,0.99,0.97,0.01,,commit_hours_better,ccp_avg_better,dev_group,Single
399,250,513,372,1534,0.42,0.5,0.59,0.44,-0.13,0.52,0.67,0.31,0.5,-0.15,-0.16,1.0,0.97,0.02,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Single
678,390,234,232,1534,0.7,0.59,0.59,0.74,0.25,0.75,0.38,0.59,0.52,0.35,0.17,0.97,0.97,0.1,,commit_hours_better,commit_period_avg_better,dev_group,Single
715,521,197,101,1534,0.81,0.53,0.59,0.78,0.47,0.88,0.27,0.71,0.51,0.59,0.51,1.0,0.97,0.29,,commit_hours_better,commit_days_avg_better,dev_group,Single
252452,36825,23295,226556,539128,0.54,0.89,0.51,0.92,0.03,0.53,0.39,0.5,0.51,0.05,-0.4,0.5,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,popularity_group,Low
154309,123275,121438,140106,539128,0.51,0.55,0.51,0.56,0.02,0.52,0.5,0.37,0.5,0.03,-0.06,0.99,1.0,0.0,,message_length_avg_better,commit_hours_better,popularity_group,Low
275700,44,47,263337,539128,0.51,1.0,0.51,1.0,-0.0,0.51,0.52,0.51,0.51,-0.0,-0.49,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,popularity_group,Low
169798,117404,105949,145977,539128,0.53,0.59,0.51,0.62,0.05,0.54,0.47,0.4,0.5,0.06,-0.09,0.98,1.0,0.0,,message_length_avg_better,files_edited_avg_better,popularity_group,Low
206892,34151,68855,229230,539128,0.45,0.81,0.51,0.75,-0.07,0.47,0.67,0.41,0.51,-0.12,-0.45,0.7,1.0,0.02,,message_length_avg_better,ccp_avg_better,popularity_group,Low
124394,141142,151353,122239,539128,0.49,0.46,0.51,0.45,-0.01,0.5,0.52,0.31,0.5,-0.01,-0.09,0.99,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,popularity_group,Low
146157,129065,129590,134316,539128,0.51,0.52,0.51,0.53,0.02,0.52,0.5,0.36,0.5,0.02,-0.02,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,popularity_group,Low
147919,134953,127828,128428,539128,0.52,0.51,0.51,0.54,0.05,0.54,0.49,0.37,0.5,0.05,0.02,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,popularity_group,Low
252452,36825,226556,23295,539128,0.54,0.51,0.89,0.53,0.03,0.92,0.86,0.5,0.51,0.05,0.05,1.0,0.5,0.01,,refactor_mle_avg_better,message_length_avg_better,popularity_group,Low
262536,28241,216472,31879,539128,0.54,0.55,0.89,0.55,0.0,0.89,0.88,0.51,0.54,0.01,-0.01,0.99,0.5,0.0,,refactor_mle_avg_better,commit_hours_better,popularity_group,Low
478967,50,41,60070,539128,0.89,1.0,0.89,1.0,0.0,0.89,0.45,0.89,0.89,0.0,-0.11,0.0,0.5,0.0,,refactor_mle_avg_better,owned_repository_avg_better,popularity_group,Low
286591,30936,192417,29184,539128,0.59,0.59,0.89,0.6,0.02,0.91,0.86,0.56,0.57,0.04,0.01,0.98,0.5,0.0,,refactor_mle_avg_better,files_edited_avg_better,popularity_group,Low
393891,17889,85117,42231,539128,0.76,0.81,0.89,0.82,0.02,0.9,0.83,0.76,0.74,0.03,-0.06,0.7,0.5,0.01,,refactor_mle_avg_better,ccp_avg_better,popularity_group,Low
216971,30458,262037,29662,539128,0.46,0.46,0.89,0.45,-0.01,0.88,0.9,0.43,0.47,-0.02,-0.15,0.99,0.5,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,popularity_group,Low
246351,25998,232657,34122,539128,0.51,0.52,0.89,0.51,-0.01,0.88,0.9,0.48,0.52,-0.02,-0.03,1.0,0.5,0.0,,refactor_mle_avg_better,commit_period_avg_better,popularity_group,Low
246154,29927,232854,30193,539128,0.51,0.51,0.89,0.51,0.0,0.89,0.89,0.48,0.51,0.0,-0.0,1.0,0.5,0.0,,refactor_mle_avg_better,commit_days_avg_better,popularity_group,Low
154309,123275,140106,121438,539128,0.51,0.51,0.55,0.52,0.02,0.56,0.53,0.37,0.5,0.03,0.01,1.0,0.99,0.0,,commit_hours_better,message_length_avg_better,popularity_group,Low
262536,28241,31879,216472,539128,0.54,0.89,0.55,0.89,0.0,0.55,0.53,0.51,0.54,0.01,-0.39,0.5,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,popularity_group,Low
294377,53,38,244660,539128,0.55,1.0,0.55,1.0,0.0,0.55,0.42,0.55,0.55,0.0,-0.45,0.0,0.99,0.0,,commit_hours_better,owned_repository_avg_better,popularity_group,Low
198061,126999,96354,117714,539128,0.6,0.59,0.55,0.67,0.15,0.63,0.43,0.48,0.51,0.19,0.03,0.98,0.99,0.03,,commit_hours_better,files_edited_avg_better,popularity_group,Low
232076,40667,62339,204046,539128,0.51,0.81,0.55,0.79,-0.03,0.53,0.61,0.47,0.53,-0.04,-0.37,0.7,0.99,0.0,,commit_hours_better,ccp_avg_better,popularity_group,Low
104201,102281,190214,142432,539128,0.38,0.46,0.55,0.35,-0.23,0.42,0.65,0.24,0.5,-0.23,-0.29,0.99,0.99,0.04,,commit_hours_better,same_date_duration_avg_avg_better,popularity_group,Low
187117,151357,107298,93356,539128,0.63,0.52,0.55,0.64,0.22,0.67,0.41,0.48,0.5,0.25,0.21,1.0,0.99,0.05,,commit_hours_better,commit_period_avg_better,popularity_group,Low
213159,181525,81256,63188,539128,0.73,0.51,0.55,0.72,0.41,0.77,0.31,0.6,0.5,0.46,0.43,1.0,0.99,0.16,,commit_hours_better,commit_days_avg_better,popularity_group,Low
167670,20160,10092,155418,353340,0.53,0.91,0.5,0.94,0.03,0.52,0.33,0.5,0.5,0.06,-0.42,0.42,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,popularity_group,High
100635,85921,77127,89657,353340,0.53,0.54,0.5,0.57,0.05,0.53,0.47,0.38,0.5,0.06,-0.02,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,popularity_group,High
177581,81,181,175497,353340,0.5,1.0,0.5,1.0,-0.0,0.5,0.69,0.5,0.5,-0.0,-0.5,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,popularity_group,High
108509,85695,69253,89883,353340,0.55,0.56,0.5,0.61,0.09,0.55,0.45,0.41,0.5,0.1,-0.02,0.99,1.0,0.01,,message_length_avg_better,files_edited_avg_better,popularity_group,High
138266,18765,39496,156813,353340,0.44,0.84,0.5,0.78,-0.07,0.47,0.68,0.41,0.5,-0.11,-0.47,0.65,1.0,0.02,,message_length_avg_better,ccp_avg_better,popularity_group,High
87944,94249,89818,81329,353340,0.52,0.48,0.5,0.49,0.03,0.52,0.49,0.34,0.5,0.03,-0.01,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,popularity_group,High
92607,86482,85155,89096,353340,0.51,0.51,0.5,0.52,0.01,0.51,0.5,0.35,0.5,0.01,-0.01,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,popularity_group,High
98759,93301,79003,82277,353340,0.54,0.51,0.5,0.56,0.08,0.55,0.46,0.38,0.5,0.09,0.06,1.0,1.0,0.01,,message_length_avg_better,commit_days_avg_better,popularity_group,High
167670,20160,155418,10092,353340,0.53,0.5,0.91,0.52,0.03,0.94,0.89,0.5,0.5,0.06,0.06,1.0,0.42,0.01,,refactor_mle_avg_better,message_length_avg_better,popularity_group,High
176198,16158,146890,14094,353340,0.54,0.54,0.91,0.55,0.01,0.93,0.9,0.52,0.53,0.02,0.01,1.0,0.42,0.0,,refactor_mle_avg_better,commit_hours_better,popularity_group,High
322929,103,159,30149,353340,0.91,1.0,0.91,1.0,0.0,0.91,0.61,0.91,0.91,0.0,-0.09,0.01,0.42,0.0,,refactor_mle_avg_better,owned_repository_avg_better,popularity_group,High
185915,17775,137173,12477,353340,0.58,0.56,0.91,0.58,0.02,0.94,0.89,0.55,0.55,0.05,0.03,0.99,0.42,0.01,,refactor_mle_avg_better,files_edited_avg_better,popularity_group,High
273816,8989,49272,21263,353340,0.8,0.84,0.91,0.85,0.01,0.93,0.85,0.8,0.78,0.03,-0.04,0.65,0.42,0.01,,refactor_mle_avg_better,ccp_avg_better,popularity_group,High
153607,14586,169481,15666,353340,0.48,0.48,0.91,0.48,-0.01,0.91,0.92,0.45,0.48,-0.01,-0.09,1.0,0.42,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,popularity_group,High
166917,15466,156171,14786,353340,0.52,0.51,0.91,0.52,0.0,0.92,0.91,0.49,0.51,0.01,0.0,1.0,0.42,0.0,,refactor_mle_avg_better,commit_period_avg_better,popularity_group,High
167819,17035,155269,13217,353340,0.52,0.51,0.91,0.52,0.01,0.93,0.9,0.5,0.51,0.03,0.02,1.0,0.42,0.0,,refactor_mle_avg_better,commit_days_avg_better,popularity_group,High
100635,85921,89657,77127,353340,0.53,0.5,0.54,0.53,0.05,0.57,0.51,0.38,0.5,0.06,0.05,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,popularity_group,High
176198,16158,14094,146890,353340,0.54,0.91,0.54,0.93,0.01,0.55,0.47,0.52,0.53,0.02,-0.4,0.42,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,popularity_group,High
190168,138,124,162910,353340,0.54,1.0,0.54,1.0,0.0,0.54,0.47,0.54,0.54,0.0,-0.46,0.01,1.0,0.0,,commit_hours_better,owned_repository_avg_better,popularity_group,High
131027,95683,59265,67365,353340,0.64,0.56,0.54,0.69,0.23,0.66,0.38,0.51,0.5,0.27,0.14,0.99,1.0,0.06,,commit_hours_better,files_edited_avg_better,popularity_group,High
153395,21364,36897,141684,353340,0.49,0.84,0.54,0.81,-0.03,0.52,0.63,0.46,0.53,-0.06,-0.41,0.65,1.0,0.01,,commit_hours_better,ccp_avg_better,popularity_group,High
69383,63158,120909,99890,353340,0.38,0.48,0.54,0.36,-0.24,0.41,0.66,0.24,0.5,-0.25,-0.28,1.0,1.0,0.04,,commit_hours_better,same_date_duration_avg_avg_better,popularity_group,High
119749,101094,70543,61954,353340,0.63,0.51,0.54,0.63,0.22,0.66,0.41,0.47,0.5,0.25,0.22,1.0,1.0,0.05,,commit_hours_better,commit_period_avg_better,popularity_group,High
139722,121734,50570,41314,353340,0.74,0.51,0.54,0.73,0.43,0.77,0.29,0.6,0.5,0.48,0.44,1.0,1.0,0.17,,commit_hours_better,commit_days_avg_better,popularity_group,High
843911,93399,43113,785885,1766308,0.53,0.92,0.5,0.95,0.03,0.52,0.32,0.5,0.5,0.06,-0.42,0.39,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,popularity_group,Medium
490971,427440,396053,451844,1766308,0.52,0.53,0.5,0.55,0.04,0.52,0.48,0.37,0.5,0.04,-0.03,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,popularity_group,Medium
886796,177,228,879107,1766308,0.5,1.0,0.5,1.0,-0.0,0.5,0.56,0.5,0.5,-0.0,-0.5,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,popularity_group,Medium
536628,379515,350396,499769,1766308,0.52,0.59,0.5,0.6,0.03,0.52,0.48,0.39,0.5,0.04,-0.12,0.98,1.0,0.0,,message_length_avg_better,files_edited_avg_better,popularity_group,Medium
728191,80064,158833,799220,1766308,0.46,0.86,0.5,0.82,-0.05,0.48,0.66,0.43,0.5,-0.09,-0.47,0.57,1.0,0.01,,message_length_avg_better,ccp_avg_better,popularity_group,Medium
425857,471418,461167,407866,1766308,0.51,0.47,0.5,0.48,0.02,0.51,0.49,0.33,0.5,0.02,-0.04,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,popularity_group,Medium
444700,426664,442324,452620,1766308,0.49,0.51,0.5,0.5,-0.01,0.5,0.51,0.33,0.5,-0.01,-0.03,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,popularity_group,Medium
474282,456030,412742,423254,1766308,0.53,0.51,0.5,0.53,0.05,0.53,0.48,0.36,0.5,0.05,0.04,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,popularity_group,Medium
843911,93399,785885,43113,1766308,0.53,0.5,0.92,0.52,0.03,0.95,0.89,0.5,0.5,0.06,0.06,1.0,0.39,0.01,,refactor_mle_avg_better,message_length_avg_better,popularity_group,Medium
877151,70848,752645,65664,1766308,0.54,0.53,0.92,0.54,0.01,0.93,0.91,0.52,0.53,0.02,0.01,1.0,0.39,0.0,,refactor_mle_avg_better,commit_hours_better,popularity_group,Medium
1629586,195,210,136317,1766308,0.92,1.0,0.92,1.0,0.0,0.92,0.52,0.92,0.92,0.0,-0.08,0.0,0.39,0.0,,refactor_mle_avg_better,owned_repository_avg_better,popularity_group,Medium
977438,77553,652358,58959,1766308,0.6,0.59,0.92,0.6,0.02,0.94,0.89,0.58,0.57,0.04,0.02,0.98,0.39,0.01,,refactor_mle_avg_better,files_edited_avg_better,popularity_group,Medium
1422736,31837,207060,104675,1766308,0.82,0.86,0.92,0.87,0.01,0.93,0.87,0.82,0.81,0.02,-0.05,0.57,0.39,0.0,,refactor_mle_avg_better,ccp_avg_better,popularity_group,Medium
770092,72881,859704,63631,1766308,0.48,0.47,0.92,0.47,0.0,0.92,0.92,0.45,0.48,0.0,-0.1,1.0,0.39,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,popularity_group,Medium
827862,67054,801934,69458,1766308,0.51,0.51,0.92,0.51,-0.0,0.92,0.92,0.49,0.51,-0.0,-0.0,1.0,0.39,0.0,,refactor_mle_avg_better,commit_period_avg_better,popularity_group,Medium
835295,74271,794501,62241,1766308,0.51,0.51,0.92,0.51,0.01,0.93,0.91,0.49,0.51,0.02,0.01,1.0,0.39,0.0,,refactor_mle_avg_better,commit_days_avg_better,popularity_group,Medium
490971,427440,451844,396053,1766308,0.52,0.5,0.53,0.52,0.04,0.55,0.51,0.37,0.5,0.04,0.04,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,popularity_group,Medium
877151,70848,65664,752645,1766308,0.54,0.92,0.53,0.93,0.01,0.54,0.48,0.52,0.53,0.02,-0.42,0.39,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,popularity_group,Medium
942653,243,162,823250,1766308,0.53,1.0,0.53,1.0,0.0,0.53,0.4,0.53,0.53,0.0,-0.47,0.0,1.0,0.0,,commit_hours_better,owned_repository_avg_better,popularity_group,Medium
638688,425784,304127,397709,1766308,0.6,0.59,0.53,0.68,0.15,0.62,0.42,0.48,0.51,0.19,0.03,0.98,1.0,0.03,,commit_hours_better,files_edited_avg_better,popularity_group,Medium
794244,90326,148571,733167,1766308,0.5,0.86,0.53,0.84,-0.03,0.52,0.62,0.47,0.52,-0.05,-0.42,0.57,1.0,0.0,,commit_hours_better,ccp_avg_better,popularity_group,Medium
323778,313548,619037,509945,1766308,0.36,0.47,0.53,0.34,-0.27,0.39,0.66,0.22,0.5,-0.28,-0.32,1.0,1.0,0.06,,commit_hours_better,same_date_duration_avg_avg_better,popularity_group,Medium
574135,500308,368680,323185,1766308,0.61,0.51,0.53,0.61,0.2,0.64,0.42,0.45,0.5,0.22,0.2,1.0,1.0,0.03,,commit_hours_better,commit_period_avg_better,popularity_group,Medium
672123,598080,270692,225413,1766308,0.72,0.51,0.53,0.71,0.4,0.75,0.31,0.58,0.5,0.44,0.42,1.0,1.0,0.14,,commit_hours_better,commit_days_avg_better,popularity_group,Medium
27624,5779,2959,24208,60570,0.55,0.86,0.5,0.9,0.06,0.53,0.34,0.5,0.5,0.1,-0.36,0.6,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,popularity_group,Extraordinary
17373,14684,13210,15303,60570,0.53,0.54,0.5,0.57,0.05,0.53,0.47,0.38,0.5,0.06,-0.02,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,popularity_group,Extraordinary
30562,12,21,29975,60570,0.5,1.0,0.5,1.0,-0.0,0.5,0.64,0.5,0.5,-0.0,-0.49,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,popularity_group,Extraordinary
17845,14714,12738,15273,60570,0.54,0.55,0.5,0.58,0.07,0.54,0.46,0.39,0.5,0.07,-0.02,0.99,1.0,0.0,,message_length_avg_better,files_edited_avg_better,popularity_group,Extraordinary
19696,5044,10887,24943,60570,0.41,0.74,0.5,0.64,-0.13,0.44,0.68,0.35,0.5,-0.19,-0.45,0.83,1.0,0.03,,message_length_avg_better,ccp_avg_better,popularity_group,Extraordinary
15228,15646,15355,14341,60570,0.51,0.49,0.5,0.5,0.02,0.51,0.5,0.34,0.5,0.02,-0.0,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,popularity_group,Extraordinary
16095,14805,14488,15182,60570,0.51,0.52,0.5,0.53,0.02,0.51,0.49,0.35,0.5,0.02,-0.01,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,popularity_group,Extraordinary
16395,15202,14188,14785,60570,0.52,0.51,0.5,0.54,0.04,0.53,0.48,0.36,0.5,0.04,0.01,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,popularity_group,Extraordinary
27624,5779,24208,2959,60570,0.55,0.5,0.86,0.53,0.06,0.9,0.81,0.5,0.5,0.1,0.09,1.0,0.6,0.01,,refactor_mle_avg_better,message_length_avg_better,popularity_group,Extraordinary
28891,4953,22941,3785,60570,0.56,0.54,0.86,0.56,0.03,0.88,0.82,0.52,0.53,0.06,0.04,1.0,0.6,0.01,,refactor_mle_avg_better,commit_hours_better,popularity_group,Extraordinary
51809,10,23,8728,60570,0.86,1.0,0.86,1.0,0.0,0.86,0.7,0.86,0.86,0.0,-0.14,0.01,0.6,0.0,,refactor_mle_avg_better,owned_repository_avg_better,popularity_group,Extraordinary
29964,5584,21868,3154,60570,0.59,0.55,0.86,0.58,0.06,0.9,0.8,0.54,0.53,0.1,0.07,0.99,0.6,0.02,,refactor_mle_avg_better,files_edited_avg_better,popularity_group,Extraordinary
38550,2649,13282,6089,60570,0.68,0.74,0.86,0.74,0.01,0.86,0.83,0.67,0.67,0.02,-0.08,0.83,0.6,0.0,,refactor_mle_avg_better,ccp_avg_better,popularity_group,Extraordinary
25016,4185,26816,4553,60570,0.48,0.49,0.86,0.48,-0.01,0.85,0.87,0.44,0.49,-0.02,-0.06,1.0,0.6,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,popularity_group,Extraordinary
27391,4852,24441,3886,60570,0.53,0.52,0.86,0.53,0.02,0.88,0.83,0.49,0.51,0.04,0.03,1.0,0.6,0.0,,refactor_mle_avg_better,commit_period_avg_better,popularity_group,Extraordinary
27603,5161,24229,3577,60570,0.54,0.51,0.86,0.53,0.03,0.89,0.82,0.5,0.51,0.06,0.05,1.0,0.6,0.01,,refactor_mle_avg_better,commit_days_avg_better,popularity_group,Extraordinary
17373,14684,15303,13210,60570,0.53,0.5,0.54,0.53,0.05,0.57,0.51,0.38,0.5,0.06,0.05,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,popularity_group,Extraordinary
28891,4953,3785,22941,60570,0.56,0.86,0.54,0.88,0.03,0.56,0.43,0.52,0.53,0.06,-0.35,0.6,1.0,0.01,,commit_hours_better,refactor_mle_avg_better,popularity_group,Extraordinary
32655,12,21,27882,60570,0.54,1.0,0.54,1.0,-0.0,0.54,0.64,0.54,0.54,-0.0,-0.46,0.01,1.0,0.0,,commit_hours_better,owned_repository_avg_better,popularity_group,Extraordinary
23041,17817,9635,10077,60570,0.67,0.55,0.54,0.71,0.29,0.7,0.35,0.54,0.5,0.34,0.23,0.99,1.0,0.09,,commit_hours_better,files_edited_avg_better,popularity_group,Extraordinary
22460,5715,10216,22179,60570,0.47,0.74,0.54,0.69,-0.07,0.5,0.64,0.41,0.52,-0.1,-0.37,0.83,1.0,0.01,,commit_hours_better,ccp_avg_better,popularity_group,Extraordinary
11866,10191,20810,17703,60570,0.36,0.49,0.54,0.36,-0.26,0.4,0.67,0.24,0.5,-0.27,-0.29,1.0,1.0,0.05,,commit_hours_better,same_date_duration_avg_avg_better,popularity_group,Extraordinary
21812,18429,10864,9465,60570,0.66,0.52,0.54,0.67,0.29,0.7,0.37,0.52,0.5,0.33,0.29,1.0,1.0,0.08,,commit_hours_better,commit_period_avg_better,popularity_group,Extraordinary
26092,22806,6584,5088,60570,0.81,0.51,0.54,0.8,0.55,0.84,0.22,0.69,0.5,0.61,0.57,1.0,1.0,0.29,,commit_hours_better,commit_days_avg_better,popularity_group,Extraordinary
