cases,developers,a_Is_Company,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
170,28,true,1,0,1,0,0,1,1,0,1,1,0
66,28,false,1,0,1,0,0,1,1,0,0,0,0
66,28,false,1,1,1,0,0,1,1,0,1,0,0
48,28,false,1,0,1,0,0,1,0,0,1,0,0
43,28,false,0,0,1,0,1,1,1,0,1,0,0
54,28,false,1,0,1,0,0,1,1,1,0,1,0
81,28,false,0,0,1,0,1,1,1,0,1,0,1
88,29,true,1,0,1,0,1,1,0,0,0,0,1
50,29,false,0,0,1,0,0,1,1,0,0,1,0
73,29,true,0,0,1,0,1,1,1,0,1,0,0
58,29,false,0,0,1,0,1,1,0,1,1,0,1
157,29,true,1,0,1,0,1,1,1,1,0,0,0
188,29,true,0,1,1,0,1,1,1,0,1,1,0
104,29,false,0,0,1,0,1,1,0,1,0,1,1
62,29,false,0,0,1,0,1,1,0,0,1,1,1
93,29,false,0,0,1,0,1,1,0,0,1,0,0
72,29,false,0,1,1,0,1,1,1,0,0,0,1
48,29,true,0,0,1,0,1,1,1,0,1,1,0
87,30,false,1,0,1,0,0,1,0,0,0,0,0
48,30,false,1,1,1,0,1,1,0,0,0,0,1
64,30,false,0,0,1,0,1,1,1,1,0,0,0
78,30,false,0,0,1,0,0,1,1,1,0,1,0
168,30,true,0,0,1,0,1,1,0,0,0,1,1
57,30,false,0,0,1,0,1,1,1,1,0,1,0
397,31,true,0,1,1,0,0,1,0,0,1,1,0
55,31,false,0,1,1,0,0,1,1,0,1,1,0
60,31,false,1,0,1,0,1,1,0,0,1,1,0
63,31,false,0,1,1,0,1,1,0,0,0,1,1
67,31,false,1,0,1,0,1,1,0,0,1,0,0
124,31,true,0,0,1,0,1,1,1,0,0,0,1
308,31,true,1,0,1,0,0,1,1,1,0,1,0
49,32,false,0,0,1,0,1,1,0,0,1,1,0
83,32,false,1,1,1,0,1,1,0,0,1,0,0
5817,32,false,1,1,1,1,0,1,1,1,0,1,1
81,32,true,1,0,1,0,0,1,0,0,1,0,0
251,32,true,0,1,1,0,1,1,0,0,0,1,1
78,32,false,1,0,1,0,0,1,1,0,0,1,0
109,32,false,1,0,1,0,1,1,1,1,0,1,1
64,32,false,1,0,1,0,1,1,1,1,0,0,1
106,32,false,0,0,1,0,1,1,1,0,0,1,1
70,32,false,1,1,1,0,1,1,1,0,1,0,0
178,32,true,1,0,1,0,1,1,1,1,1,0,1
79,32,false,1,1,1,0,0,1,1,0,1,1,0
86,32,false,0,1,1,0,0,1,1,0,0,1,0
400,33,true,1,0,1,0,1,1,0,0,1,1,1
119,33,true,0,0,1,0,0,1,1,0,0,0,0
141,33,true,0,0,1,0,1,1,1,1,1,1,0
62,33,false,1,0,1,0,1,1,0,1,1,0,0
62,33,false,0,1,1,0,1,1,0,0,1,1,0
85,33,false,0,1,1,0,1,1,1,0,0,0,0
215,34,true,1,0,1,0,0,1,1,1,0,0,0
66,34,false,0,1,1,0,1,1,0,0,1,0,0
92,34,true,0,0,1,0,0,1,1,0,0,1,0
152,34,true,1,0,1,0,1,1,1,0,0,1,0
86,34,false,0,1,1,0,1,1,1,0,1,0,1
193,34,false,0,1,1,0,1,1,0,1,0,0,1
59,34,false,0,0,1,0,1,1,1,1,1,0,0
78,34,false,0,0,1,0,1,1,1,1,0,0,1
172,34,true,0,0,1,0,0,1,1,1,1,1,0
394,34,true,0,0,1,0,0,1,1,1,0,0,0
111,34,false,1,0,1,0,0,1,0,0,1,0,1
77,34,false,0,0,1,0,0,1,1,1,0,0,0
2281,290,false,1,1,1,0,0,1,1,0,1,1,1
80,35,false,0,0,1,0,1,1,0,0,0,1,0
742,35,true,1,1,1,1,1,1,0,1,1,1,1
136,35,true,1,0,1,0,1,1,1,0,0,0,0
226,35,true,0,0,1,0,1,1,1,1,0,1,0
78,35,false,0,0,1,0,0,1,0,0,0,0,0
149,36,true,1,0,1,0,1,1,0,0,1,1,0
125,36,false,1,0,1,0,1,1,0,1,0,0,0
97,36,false,1,1,1,0,1,1,0,0,1,1,0
153,36,false,0,0,1,0,1,1,1,1,0,1,1
283,36,true,1,0,1,0,1,1,0,0,0,1,1
112,36,false,0,0,1,0,1,1,0,0,0,0,0
95,36,false,1,1,1,0,0,1,0,0,1,1,0
187,36,true,0,0,1,0,1,1,0,1,0,0,1
297,36,true,0,1,1,0,1,1,0,1,0,0,1
217,36,true,1,0,1,0,1,1,1,1,0,0,1
4793,292,true,1,0,1,0,0,1,1,1,0,1,1
338,37,true,0,0,1,0,0,1,0,0,1,1,0
108,37,false,0,0,1,0,1,1,1,1,1,0,1
77,37,false,0,1,1,0,0,1,0,0,1,0,1
96,37,false,1,1,1,0,1,1,0,1,1,0,1
125,37,false,1,0,1,0,1,1,0,1,0,1,0
270,37,true,0,1,1,0,1,1,1,0,1,0,0
75,38,false,0,0,1,0,0,1,0,1,1,1,0
106,38,false,0,1,1,0,1,1,0,0,0,1,0
145,38,true,0,0,1,0,1,1,0,0,1,1,1
86,38,false,0,0,1,0,0,1,0,1,1,0,0
297,38,true,1,0,1,0,1,1,0,1,1,1,0
102,39,false,1,0,1,0,1,1,0,0,0,1,0
81,39,false,0,0,1,0,0,1,0,0,0,1,0
92,39,false,1,0,1,0,0,1,0,0,0,1,0
103,39,false,0,1,1,0,1,1,0,1,1,0,1
90,39,false,1,0,1,0,0,1,0,1,1,0,1
61,39,true,0,0,1,0,1,1,0,0,1,0,1
250,39,true,1,0,1,0,1,1,0,1,0,1,1
183,39,true,1,1,1,0,1,1,0,0,1,0,1
177,39,true,1,0,1,0,0,1,1,0,0,0,0
89,40,false,1,0,1,0,0,1,0,1,0,0,0
127,40,false,0,1,1,0,0,1,0,0,0,1,0
135,40,false,0,1,1,0,0,1,1,0,0,0,0
298,40,true,1,1,1,0,0,1,1,1,1,1,0
99,40,true,1,0,1,0,0,1,0,1,1,0,0
253,40,false,0,1,1,0,0,1,1,1,1,0,0
331,40,true,1,1,1,0,0,1,1,1,1,0,0
336,41,true,1,1,1,0,0,1,0,1,1,1,0
583,41,true,0,1,1,0,0,1,1,1,1,0,0
251,41,true,0,0,1,0,0,1,1,1,1,0,0
181,41,true,1,1,1,0,1,1,0,1,1,0,1
238,41,true,1,0,1,0,0,1,0,0,1,1,0
106,41,false,1,0,1,0,1,1,0,0,0,0,0
127,41,false,1,1,1,0,1,1,0,1,0,0,1
219,41,false,0,1,1,0,0,1,0,1,1,0,0
90,41,false,0,0,1,0,1,1,0,1,1,1,1
208,41,true,0,0,1,0,1,1,1,1,1,0,0
313,41,true,0,0,1,0,1,1,1,1,0,0,0
195,42,true,0,0,1,0,0,1,0,0,0,0,0
264,42,true,0,0,1,0,0,1,0,0,0,1,0
119,42,true,1,0,1,0,1,1,0,1,1,0,0
401,42,true,1,0,1,0,1,1,0,1,0,1,0
266,42,true,0,1,1,0,1,1,0,0,1,1,1
251,42,true,1,1,1,0,1,1,0,0,0,0,1
274,42,true,1,0,1,0,0,1,0,1,1,0,1
304,42,true,0,1,1,0,1,1,0,0,1,1,0
180,42,false,1,1,1,0,0,1,0,1,1,1,0
157,42,false,0,0,1,0,1,1,1,0,1,1,1
154,42,false,1,1,1,0,0,1,0,1,1,0,0
130,42,true,0,0,1,0,0,1,0,0,1,0,0
270,42,false,1,1,1,0,0,1,1,1,1,0,0
7509,554,true,1,1,1,0,0,1,1,0,1,1,1
151,43,false,0,1,1,0,1,1,1,0,1,1,1
352,43,true,0,1,1,0,0,1,1,1,1,1,0
245,43,true,0,1,1,0,1,1,1,0,0,1,0
612,43,true,0,1,1,0,0,1,0,0,1,0,0
204,43,true,1,1,1,0,1,1,0,1,0,0,1
221,43,false,1,1,1,0,1,1,1,0,0,1,0
175,43,true,1,0,1,0,1,1,1,0,1,0,1
96,43,false,0,0,1,0,1,1,0,1,1,1,0
7470,299,true,1,1,1,0,0,1,1,0,0,0,1
147,44,false,0,1,1,0,1,1,1,1,1,0,0
285,44,true,1,0,1,0,0,1,1,0,0,1,0
546,44,true,1,0,1,0,0,1,0,1,0,1,0
284,44,true,1,0,1,0,0,1,0,1,0,0,0
129,45,false,1,0,1,0,0,1,0,1,0,1,0
152,45,false,0,0,1,0,0,1,0,0,1,0,1
139,45,false,1,0,1,0,1,1,1,0,1,1,1
289,45,false,1,1,1,0,0,1,1,1,1,1,0
145,45,true,1,0,1,0,1,1,1,0,0,0,1
3393,301,true,1,0,1,0,0,1,1,0,1,1,1
618,46,true,1,1,1,0,0,1,0,0,1,1,0
236,46,false,1,1,1,0,1,1,1,0,0,0,0
140,46,true,0,0,1,0,1,1,0,0,1,1,0
165,46,false,1,1,1,0,1,1,0,1,1,0,0
101,46,true,1,0,1,0,1,1,0,0,1,0,0
314,46,true,1,0,1,0,1,1,0,1,1,1,1
550,47,true,1,1,1,0,0,1,1,0,1,1,0
519,47,true,0,1,1,0,1,1,1,0,0,0,1
328,47,true,1,1,1,0,1,1,1,0,1,1,0
123,47,false,1,1,1,0,1,1,0,0,0,1,1
147,47,false,1,1,1,0,1,1,1,0,0,0,1
122,47,true,0,0,1,0,1,1,1,0,1,0,1
329,47,true,1,1,1,0,1,1,1,1,1,0,0
128,47,false,0,1,1,0,1,1,1,0,0,1,1
288,48,true,0,0,1,0,0,1,1,1,0,1,0
535,48,false,0,1,1,0,1,1,0,1,0,1,1
147,48,false,1,0,1,0,0,1,0,1,0,0,1
499,48,true,1,1,1,0,1,1,1,0,1,0,0
137,48,false,0,1,1,0,1,1,0,0,0,0,0
186,48,false,1,1,1,0,1,1,1,1,1,0,0
582,49,true,1,1,1,0,0,1,0,0,1,0,0
287,49,false,0,1,1,0,1,1,0,1,1,1,0
158,49,false,1,0,1,0,1,1,1,1,1,1,1
229,49,false,0,1,1,0,0,1,0,1,1,1,0
141,49,false,1,0,1,0,0,1,0,0,0,0,1
404,50,true,0,0,1,0,1,1,0,1,0,1,1
269,50,true,1,1,1,0,1,1,1,1,1,1,0
95,50,false,0,1,1,0,0,1,0,0,0,0,0
446,50,true,0,1,1,0,0,1,1,0,0,1,0
409,51,true,1,0,1,0,0,1,0,0,0,1,0
534,51,true,0,1,1,0,1,1,1,1,0,0,1
210,51,false,0,1,1,0,0,1,1,1,1,1,0
424,51,true,0,1,1,0,1,1,0,0,1,0,0
990,51,false,1,1,1,1,1,1,1,1,0,1,1
265,52,true,0,1,1,0,1,1,0,1,1,0,1
338,52,true,0,1,1,0,1,1,1,0,1,0,1
323,52,true,0,1,1,0,1,1,1,1,1,1,0
466,52,true,0,1,1,0,0,1,0,1,1,1,0
313,52,true,0,0,1,0,1,1,1,1,0,0,1
202,52,false,1,0,1,0,1,1,1,0,0,1,1
436,52,true,0,1,1,0,1,1,0,0,0,1,0
140,52,false,0,0,1,0,1,1,0,1,1,0,0
256,52,false,1,1,1,0,1,1,0,1,1,1,0
728,53,true,1,1,1,0,0,1,1,0,1,0,0
713,53,true,0,1,1,0,1,1,1,1,0,0,0
184,53,true,0,0,1,0,1,1,0,0,0,0,0
341,53,false,1,1,1,0,0,1,0,0,0,0,0
295,53,true,1,1,1,0,0,1,0,1,1,0,0
207,53,false,1,1,1,0,1,1,0,0,0,1,0
128,53,false,1,1,1,0,0,1,0,0,1,0,1
152,53,false,0,0,1,0,0,1,0,0,0,0,1
404,54,false,1,1,1,0,1,1,0,1,0,1,0
185,54,false,1,1,1,0,1,1,1,1,1,1,0
173,54,false,1,0,1,0,0,1,1,1,1,0,1
447,54,true,0,1,1,0,1,1,1,0,0,0,0
246,54,false,0,1,1,0,1,1,1,1,0,0,0
146,55,false,0,1,1,0,0,1,0,0,0,0,1
157,55,true,0,0,1,0,1,1,0,0,0,1,0
312,55,true,0,0,1,0,0,1,0,1,1,1,0
699,56,true,0,1,1,0,0,1,1,0,0,0,0
122,56,false,1,1,1,0,1,1,1,0,1,0,1
187,56,true,0,0,1,0,0,1,0,0,1,0,1
369,56,true,1,1,1,0,1,1,0,0,1,1,1
894,56,false,0,1,1,0,0,1,1,1,0,0,0
249,56,false,1,1,1,0,1,1,0,1,0,1,1
261,56,true,0,0,1,0,1,1,1,0,0,1,1
146,56,true,0,0,1,0,1,1,0,0,1,0,0
193,57,false,0,1,1,0,1,1,1,1,1,1,0
712,57,true,0,1,1,0,0,1,1,1,0,1,0
168,57,true,0,0,1,0,1,1,0,1,1,0,1
149,57,false,0,0,1,0,1,1,0,1,0,1,0
236,57,true,1,0,1,0,1,1,0,0,0,1,0
204,57,false,1,1,1,0,1,1,0,0,0,0,0
274,57,true,0,0,1,0,1,1,1,0,1,1,1
176,58,false,1,0,1,0,0,1,0,1,1,1,1
463,58,true,1,0,1,0,1,1,1,1,0,1,1
300,58,false,1,1,1,0,0,1,0,1,1,0,1
193,58,false,1,1,1,0,1,1,1,1,1,0,1
502,58,true,0,1,1,0,1,1,1,1,1,0,0
532,59,true,1,1,1,0,1,1,1,1,0,0,0
287,59,false,1,1,1,0,0,1,0,0,0,1,0
199,59,false,0,1,1,0,0,1,0,0,1,1,1
570,59,true,0,1,1,0,0,1,0,0,1,0,1
352,59,true,1,1,1,0,1,1,0,1,1,0,0
781,60,false,1,1,1,0,0,1,0,1,0,0,0
633,60,false,0,1,1,0,0,1,0,1,0,1,0
198,60,false,0,0,1,0,1,1,1,1,1,1,1
320,60,false,1,1,1,0,1,1,1,1,0,0,0
219,60,false,0,0,1,0,0,1,0,0,1,1,1
144,60,true,1,0,1,0,0,1,0,0,1,0,1
480,60,true,1,1,1,0,1,1,1,0,1,0,1
515,61,false,1,1,1,0,1,1,0,1,0,0,0
240,61,true,1,0,1,0,1,1,0,1,0,0,0
850,61,true,0,1,1,0,0,1,0,0,0,0,1
307,61,true,0,0,1,0,1,1,0,1,1,1,0
959,61,true,0,1,1,0,0,1,0,0,0,1,0
269,61,false,0,1,1,0,1,1,1,1,0,1,0
235,61,true,1,0,1,0,0,1,0,0,0,0,0
314,62,true,1,1,1,0,1,1,0,0,1,1,0
178,62,false,0,0,1,0,0,1,0,1,0,1,0
898,62,true,0,1,1,0,1,1,0,0,0,0,0
1464,62,true,0,1,1,0,0,1,0,1,0,1,0
951,63,true,0,1,1,0,0,1,0,1,1,0,0
233,63,false,1,1,1,0,1,1,0,1,1,1,1
435,63,true,0,0,1,0,1,1,0,1,0,1,0
558,64,true,0,1,1,0,1,1,0,1,0,1,1
305,64,false,1,1,1,0,1,1,1,1,0,0,1
391,64,false,0,1,1,0,1,1,0,1,0,1,0
320,64,true,1,1,1,0,1,1,0,1,1,1,0
727,64,false,1,1,1,0,0,1,1,1,0,0,0
1757,64,true,0,1,1,0,0,1,0,0,0,0,0
400,65,true,1,1,1,0,1,1,1,1,0,1,0
444,65,false,1,1,1,0,0,1,1,0,0,0,0
241,65,false,0,1,1,0,1,1,0,1,1,1,1
434,65,true,1,1,1,0,1,1,0,0,0,1,1
657,66,true,1,1,1,0,0,1,1,1,0,1,0
186,66,false,0,0,1,0,0,1,0,1,0,0,0
226,66,false,0,0,1,0,1,1,0,1,0,0,0
598,66,false,1,1,1,0,0,1,0,1,0,1,0
286,66,false,0,1,1,0,1,1,0,1,1,0,0
3930,322,true,0,0,1,0,0,1,1,1,1,1,1
332,67,true,0,0,1,0,1,1,1,1,1,0,1
506,67,true,0,1,1,0,1,1,0,1,1,1,0
407,67,true,0,1,1,0,1,1,1,0,0,1,1
2618,323,true,0,1,1,0,0,1,1,0,1,1,1
741,68,true,1,1,1,0,0,1,0,0,1,0,1
201,68,true,1,0,1,0,1,1,0,0,0,0,0
415,68,true,1,1,1,0,1,1,0,0,1,0,0
373,68,false,1,1,1,0,1,1,1,0,0,1,1
249,68,false,1,0,1,0,0,1,0,0,1,1,1
781,69,false,1,1,1,0,0,1,1,1,0,1,0
345,69,true,0,0,1,0,0,1,0,1,1,0,0
575,69,false,0,1,1,0,0,1,1,1,0,1,0
491,69,true,1,1,1,0,1,1,0,1,1,1,1
742,69,true,1,0,1,0,1,1,1,1,1,1,1
505,69,true,1,1,1,0,0,1,0,1,1,0,1
256,69,false,0,1,1,0,1,1,1,1,1,0,1
147,69,false,0,0,1,0,0,1,0,1,1,0,1
315,70,false,0,1,1,0,0,1,0,1,1,0,1
242,70,true,1,0,1,0,0,1,0,0,0,0,1
337,70,false,0,1,1,0,1,1,1,1,0,0,1
488,70,false,1,1,1,0,0,1,1,0,0,1,0
442,70,true,0,1,1,0,1,1,1,1,0,1,0
651,70,true,1,1,1,0,1,1,1,0,0,0,1
449,71,true,0,0,1,0,1,1,0,1,1,1,1
478,71,true,1,1,1,0,1,1,1,0,0,1,0
244,72,false,1,0,1,0,0,1,1,0,1,0,1
382,72,true,1,1,1,0,1,1,0,1,0,1,1
401,72,false,1,0,1,0,0,1,0,1,0,1,1
294,73,false,0,1,1,0,0,1,0,0,0,1,1
232,73,false,0,0,1,0,0,1,0,1,0,0,1
431,73,true,1,0,1,0,0,1,0,1,0,0,1
388,73,false,1,1,1,0,1,1,1,1,0,1,0
424,74,false,0,1,1,0,1,1,0,1,0,0,0
540,74,true,0,0,1,0,1,1,1,1,0,1,1
873,74,true,1,0,1,0,0,1,0,1,1,1,1
276,74,false,1,1,1,0,1,1,1,0,1,1,1
641,74,true,1,1,1,0,1,1,1,1,0,0,1
438,75,true,1,1,1,0,1,1,1,1,1,0,1
935,75,true,0,1,1,0,0,1,1,1,0,0,0
352,75,false,0,0,1,0,0,1,1,0,1,0,1
541,75,true,1,1,1,0,1,1,0,1,0,0,0
685,75,true,1,1,1,0,0,1,0,1,0,0,0
2053,331,true,0,0,1,0,0,1,1,0,0,1,1
131,76,true,1,1,1,1,1,1,1,1,0,1,1
706,76,true,1,1,1,0,0,1,1,1,0,0,0
469,76,true,0,1,1,0,1,1,1,0,1,1,1
7060,332,false,0,1,1,0,0,1,1,1,0,1,1
442,77,true,1,1,1,0,1,1,0,1,0,1,0
439,78,true,1,0,1,0,1,1,1,0,0,1,1
604,78,true,1,0,1,0,1,1,1,0,1,1,1
721,78,false,1,1,1,0,0,1,0,1,0,0,1
697,78,false,0,1,1,0,0,1,0,1,0,0,0
642,79,true,0,0,1,0,0,1,0,1,0,1,0
329,80,true,0,0,1,0,0,1,0,0,0,0,1
503,80,true,0,1,1,0,1,1,1,1,1,0,1
699,81,true,1,0,1,0,0,1,1,1,1,0,1
348,81,false,0,0,1,0,0,1,0,0,0,1,1
819,81,true,1,1,1,0,1,1,1,0,0,0,0
443,81,false,0,0,1,0,0,1,1,0,0,0,1
1053,82,true,1,0,1,0,0,1,0,0,1,1,1
958,82,true,0,0,1,0,0,1,0,1,0,0,0
568,83,true,1,1,1,0,1,1,0,0,0,1,0
669,83,true,0,1,1,0,1,1,0,1,1,1,1
749,83,true,1,1,1,0,0,1,0,1,0,1,0
1621,85,true,1,0,1,0,0,1,0,1,0,1,1
234,85,false,1,1,1,0,0,1,0,0,0,0,1
367,86,false,0,1,1,0,0,1,1,0,1,0,1
829,86,true,0,1,1,0,1,1,0,1,0,1,0
445,87,false,1,0,1,0,0,1,1,0,0,0,1
869,88,false,0,1,1,0,0,1,0,1,0,0,1
1113,89,true,0,1,1,0,1,1,0,1,0,0,0
1269,89,true,0,1,1,0,0,1,0,1,0,0,0
812,91,true,1,1,1,0,1,1,0,0,0,0,0
410,92,true,0,0,1,0,0,1,0,0,1,1,1
349,92,false,1,1,1,0,0,1,0,0,1,1,1
881,92,true,0,1,1,0,0,1,0,1,1,0,1
1749,94,true,1,1,1,0,0,1,1,0,0,0,0
636,94,false,1,1,1,0,0,1,0,1,1,1,1
1028,95,true,1,1,1,0,0,1,1,0,0,1,0
1798,95,true,1,1,1,0,0,1,0,0,0,0,0
683,95,true,0,1,1,0,1,1,0,1,1,0,0
768,95,true,0,0,1,0,1,1,1,1,1,1,1
299,95,false,1,0,1,0,0,1,1,1,0,0,1
403,97,false,1,0,1,0,0,1,0,0,0,1,1
732,97,false,0,1,1,0,0,1,0,1,1,1,1
5826,353,false,1,1,1,0,0,1,1,1,0,1,1
539,98,true,0,0,1,0,0,1,0,1,1,0,1
613,98,false,1,1,1,0,1,1,1,1,0,1,1
1288,99,true,0,1,1,0,0,1,0,0,1,1,1
7438,355,true,0,0,1,0,0,1,1,1,0,1,1
333,100,false,1,1,1,1,1,1,1,1,1,1,1
1325,101,true,0,0,1,0,0,1,0,1,0,0,1
917,102,true,1,0,1,0,0,1,1,1,0,0,1
5711,358,true,0,1,1,0,0,1,1,1,1,1,1
602,104,true,0,0,1,0,1,1,0,1,0,0,0
1471,104,true,1,1,1,0,0,1,0,0,0,1,0
397,105,true,0,0,1,0,1,1,0,1,1,0,0
304,108,false,0,0,1,0,0,1,1,1,1,0,1
623,108,false,0,0,1,0,0,1,0,1,0,1,1
677,109,true,0,0,1,0,0,1,1,0,0,0,1
316,111,false,0,0,1,0,0,1,0,1,1,1,1
984,112,true,1,1,1,0,0,1,0,1,0,0,1
585,112,true,1,0,1,0,0,1,1,0,1,0,1
463,113,false,0,0,1,0,0,1,1,1,0,0,1
498,114,false,0,1,1,0,0,1,1,0,0,0,1
840,114,false,0,1,1,0,1,1,1,1,0,1,1
1295,114,true,1,1,1,0,0,1,0,1,1,1,1
407,115,true,0,0,1,0,0,1,1,0,1,0,1
4683,372,true,1,1,1,0,0,1,1,1,1,1,1
1264,118,true,0,1,1,0,0,1,0,1,0,0,1
641,118,false,1,1,1,0,0,1,0,0,0,1,1
1569,119,true,1,1,1,0,0,1,0,0,0,0,1
921,121,false,1,1,1,0,0,1,1,1,1,0,1
845,121,true,0,1,1,0,1,1,1,1,0,1,1
598,125,false,1,1,1,0,1,1,1,1,1,1,1
692,126,false,0,1,1,0,1,1,1,1,1,1,1
967,127,true,0,0,1,0,0,1,0,0,0,1,1
1681,128,false,1,1,1,0,0,1,0,1,0,1,1
2199,129,false,0,1,1,0,0,1,0,1,0,1,1
546,131,false,1,1,1,0,0,1,1,0,1,0,1
884,131,true,1,1,1,0,1,1,1,1,0,1,1
1151,132,true,1,1,1,0,1,1,1,0,1,1,1
817,136,false,0,1,1,0,0,1,1,1,1,0,1
588,138,false,1,0,1,0,0,1,1,1,1,1,1
739,138,true,1,0,1,0,0,1,1,0,0,0,1
1105,139,true,1,1,1,0,1,1,1,0,0,1,1
2907,142,true,0,1,1,0,0,1,0,0,0,1,1
1451,142,true,0,0,1,0,0,1,0,1,1,1,1
2595,143,true,0,1,1,0,0,1,0,1,1,1,1
1551,143,true,1,0,1,0,0,1,0,0,0,1,1
2773,144,true,0,0,1,0,0,1,0,1,0,1,1
1054,144,true,0,1,1,0,0,1,1,0,1,0,1
2328,147,true,0,0,1,0,0,1,1,1,0,0,1
2434,147,true,1,1,1,0,0,1,0,1,0,1,1
2361,148,true,0,1,1,0,0,1,1,0,0,0,1
7608,410,true,0,1,1,0,0,1,1,1,0,1,1
2326,155,true,1,1,1,0,0,1,0,0,1,1,1
1372,156,true,0,0,1,0,0,1,1,1,1,0,1
1293,162,true,1,1,1,0,0,1,1,1,1,0,1
1216,164,false,0,0,1,0,0,1,1,0,1,1,1
4798,420,true,0,1,1,0,0,1,1,0,0,1,1
1805,172,false,1,1,1,0,0,1,1,1,0,0,1
4356,180,true,0,1,1,0,0,1,0,1,0,1,1
1395,183,false,1,0,1,0,0,1,1,0,1,1,1
1881,186,true,0,1,1,0,0,1,1,1,1,0,1
1443,187,true,1,1,1,1,1,1,1,1,1,1,1
1796,189,false,0,1,1,0,0,1,1,1,0,0,1
1216,191,false,0,1,1,0,0,1,1,0,1,1,1
2526,194,true,1,1,1,0,0,1,1,0,1,0,1
1093,195,true,1,1,1,0,1,1,1,1,1,1,1
1217,195,false,1,0,1,0,0,1,1,1,0,1,1
1156,196,false,1,1,1,0,0,1,1,0,0,0,1
2976,198,true,1,1,1,0,0,1,1,1,0,0,1
1990,199,false,0,0,1,0,0,1,1,0,0,1,1
2657,207,true,0,1,1,0,0,1,1,1,0,0,1
4477,465,true,1,0,1,0,0,1,1,0,0,1,1
1172,210,true,0,1,1,0,1,1,1,1,1,1,1
1166,213,false,0,0,1,0,0,1,1,1,1,1,1
3607,214,true,1,0,1,0,0,1,1,1,1,1,1
5304,225,true,1,1,1,0,0,1,0,0,0,1,1
1830,231,false,0,0,1,0,0,1,1,1,0,1,1
1906,237,false,0,1,1,0,0,1,1,0,0,1,1
4914,498,false,1,1,1,0,0,1,1,0,0,1,1
8974,504,true,1,1,1,0,0,1,1,1,0,1,1
2530,251,false,1,1,1,0,0,1,1,1,1,1,1
